TaxId,SciName,Lineage,Accessions,hexHMB32-2.csv,hexNNS19-2.csv,hexNNS09-1.csv,hexHMB21-3.csv,hexHMB31-3.csv,hexNNS09-3.csv,hexHMB31-2.csv,hexHMB06-3.csv,hexHMB25-1.csv,hexNNS15-1.csv,hexHMB18-3.csv,hexHMB06-2.csv,hexHMB31-1.csv,hexHMB21-2.csv,hexNNS06-3.csv,hexHMB14-3.csv,hexHMB21-1.csv,hexNNS03-1.csv,hexNNS15-3.csv,hexNNS06-1.csv,hexNNS09-2.csv,hexNNS22-1.csv,hexNNS06-2.csv,hexNNS16-3.csv,hexNNS16-1.csv,hexHMB01-1.csv,hexNNS12-3.csv,hexNNS03-2.csv,hexHMB18-2.csv,hexHMB06-1.csv,hexHMB14-2.csv,hexHMB32-3.csv,hexHMB32-1.csv,hexNNS12-2.csv,hexHMB25-3.csv,hexHMB01-2.csv,hexNNS03-3.csv,hexNNS22-2.csv,hexHMB25-2.csv,hexNNS19-3.csv,hexNNS12-1.csv,hexHMB01-3.csv,hexNNS22-3.csv,hexHMB14-1.csv,hexNNS19-1.csv,hexNNS15-2.csv,hexNNS16-2.csv,hexHMB18-1.csv,,
657321,Ruminococcus bromii L2-63,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus bromii,['FP929051'],0.01380108,0.00558930,0.00622524,0.01140539,0.00193531,0.00875548,0.00494629,0.00105874,0.00273119,0.00364505,0.00122476,0.00059118,0.00469719,0.00477229,0.00870892,0.00120313,0.00835482,0.00522855,0.00858717,0.00891258,0.00503795,0.00116171,0.00328622,0.00387430,0.00279004,0.00198365,0.00872748,0.01977652,0.00224698,0.00080974,0.00112601,0.01062099,0.01090393,0.00738348,0.01210591,0.00885496,0.04593823,0.00089414,0.00416532,0.00178578,0.00779479,0.00193356,0.00119330,0.00063249,0.00510798,0.00062555,0.00560263,0.00151967,,
657323,Ruminococcus sp. SR1/5,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus,['FP929053'],0.01356474,0.01311618,0.01113723,0.02906218,0.00282871,0.02926924,0.00973288,0.02044705,0.00796822,0.00586892,0.00749177,0.00807445,0.00885448,0.00527391,0.02966683,0.03212689,0.01667896,0.00607489,0.01366464,0.04535828,0.01330120,0.02479476,0.01850677,0.02224171,0.02407654,0.00811298,0.00775890,0.00513501,0.01128930,0.00973326,0.03231509,0.03466773,0.02300751,0.01228906,0.01614488,0.02689407,0.01845161,0.00813792,0.00995285,0.01315531,0.01351477,0.01030888,0.01683713,0.01118896,0.01485394,0.00941081,0.03577974,0.00665018,,
657322,Faecalibacterium prausnitzii SL3/3,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii,['FP929046'],0.01986056,0.03020475,0.03263014,0.03845011,0.00204924,0.01857332,0.00466439,0.02991816,0.02895739,0.01421376,0.02120516,0.03176804,0.00376595,0.01100518,0.01887043,0.04309919,0.02531200,0.01686012,0.01624484,0.04382741,0.03542125,0.03642525,0.01878663,0.07379172,0.06761852,0.01147461,0.02820160,0.03028304,0.02571422,0.03378560,0.04119459,0.04277322,0.04439057,0.02137897,0.05818541,0.03817915,0.03502922,0.02131470,0.03728511,0.02524613,0.02501179,0.01677132,0.04097651,0.02430026,0.04034494,0.01139621,0.07836275,0.00768349,,
1088720,Lactobacillus rhamnosus ATCC 8530,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus rhamnosus,['CP003094'],0.00005035,0.00004138,0.00013311,0.00010108,0.00001572,0.00003975,0.00003367,0.00004643,0.00003205,0.00002133,0.00003726,0.00003205,0.00002766,0.00006590,0.00005651,0.00005765,0.00009922,0.00002301,0.00004496,0.00009986,0.00009862,0.00061565,0.00004653,0.00014213,0.00011577,0.00000980,0.00011479,0.00004428,0.00007436,0.00003714,0.00002327,0.00092625,0.00010589,0.00004834,0.00007264,0.00003329,0.00013856,0.00110246,0.00004889,0.00004599,0.00009208,0.00002326,0.00088150,0.00002685,0.00002362,0.00002705,0.00019384,0.00008803,,
696406,Escherichia coli UMNK88,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,['CP002729'],0.00021065,0.00022862,0.00060407,0.00057656,0.00011629,0.00214641,0.00011546,0.00016048,0.00032149,0.00051638,0.00035043,0.00029381,0.00016699,0.00027147,0.00212405,0.00058715,0.00028947,0.00015417,0.01676405,0.00025355,0.00124872,0.00061298,0.00024053,0.00091356,0.00058463,0.00014309,0.00064060,0.00080346,0.00018861,0.00014561,0.00023385,0.00031525,0.00034631,0.00025759,0.00021460,0.00022563,0.00052245,0.00051809,0.00018194,0.00043005,0.00094582,0.00022489,0.00154745,0.00024663,0.00027043,0.00014099,0.00044760,0.00018040,,
908937,Prevotella dentalis DSM 3688,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella dentalis,"['CP003368', 'CP003369']",0.00129266,0.00022448,0.00029581,0.00033727,0.00118570,0.00125027,0.00111126,0.00025535,0.00027041,0.00033930,0.00028174,0.00027778,0.00103471,0.00053703,0.00103044,0.00016227,0.00050121,0.00015233,0.00028303,0.00128948,0.00024586,0.03813837,0.00301488,0.00942556,0.01325095,0.00021169,0.00097678,0.00020518,0.00032281,0.00031721,0.00015516,0.00296887,0.00357900,0.00084590,0.00022561,0.00012576,0.00040887,0.04829727,0.00024285,0.00029465,0.00074065,0.00010598,0.02429720,0.00011735,0.00022074,0.00035047,0.00245298,0.00030162,,
908937,Prevotella dentalis DSM 3688,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella dentalis,"['CP003368', 'CP003369']",0.00092274,0.00019034,0.00015647,0.00015884,0.00013594,0.00037580,0.00012892,0.00023718,0.00010416,0.00035998,0.00035276,0.00027511,0.00012908,0.00025474,0.00035567,0.00014519,0.00023628,0.00011413,0.00029886,0.00047498,0.00015835,0.01477032,0.00122561,0.00409094,0.00552798,0.00010389,0.00040486,0.00010583,0.00030468,0.00022138,0.00012634,0.00111312,0.00151731,0.00030529,0.00009685,0.00011096,0.00020103,0.01702390,0.00009778,0.00020949,0.00031728,0.00010081,0.00973120,0.00009945,0.00020852,0.00038442,0.00119830,0.00030451,,
981540,Streptococcus pasteurianus ATCC 43144,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pasteurianus,['AP012054'],0.00168519,0.00150310,0.00152420,0.00220516,0.00069068,0.00134783,0.00103717,0.00228300,0.00118181,0.00137142,0.00132372,0.00141118,0.00112794,0.00120487,0.00120662,0.00179669,0.00158034,0.00190623,0.00152659,0.00210918,0.00158625,0.00324155,0.00115090,0.00191423,0.00231075,0.00086638,0.00108133,0.00186070,0.00168478,0.00170195,0.00194281,0.00255450,0.00226849,0.00104942,0.00176526,0.00160528,0.00221133,0.00332767,0.00127997,0.00133955,0.00111797,0.00108827,0.00300636,0.00157427,0.00129430,0.00146632,0.00207000,0.00162358,,
756272,Rubinisphaera brasiliensis DSM 5305,cellular organisms; Bacteria; PVC group; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Rubinisphaera; Rubinisphaera brasiliensis,['CP002546'],0.00008323,0.00004034,0.00005371,0.00007117,0.00002436,0.00005059,0.00002790,0.00002624,0.00003205,0.00003038,0.00005588,0.00003561,0.00002049,0.00007278,0.00002992,0.00002669,0.00008592,0.00001565,0.00004496,0.00005644,0.00005556,0.00011778,0.00006882,0.00013182,0.00012387,0.00000196,0.00007892,0.00002268,0.00003990,0.00002303,0.00004101,0.00008125,0.00011585,0.00003880,0.00004842,0.00000740,0.00005452,0.00012716,0.00004488,0.00006472,0.00007306,0.00003619,0.00013088,0.00002685,0.00004724,0.00003510,0.00012923,0.00003175,,
403776,Sphingobacterium sp. PM2-P1-29,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium,['LK931720'],0.00028669,0.00147517,0.00059629,0.00025270,0.00062467,0.00028547,0.00057728,0.00013524,0.00051379,0.00165966,0.00018162,0.00019498,0.00048150,0.00030982,0.00029251,0.00029998,0.00024038,0.00004786,0.00108464,0.00018235,0.00058200,0.00093151,0.00025168,0.00024759,0.00028711,0.00031166,0.00024394,0.00005400,0.00015778,0.00023475,0.00027485,0.00020962,0.00024167,0.00021688,0.00032356,0.00026631,0.00010108,0.00126479,0.00047288,0.00138298,0.00018416,0.00039550,0.00088920,0.00027746,0.00128208,0.00169363,0.00013745,0.00019339,,
1679,Bifidobacterium longum subsp. longum,cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum,['CP011964'],0.00079841,0.00002690,0.00027323,0.00067455,0.00000786,0.00012647,0.00002213,0.00158760,0.00030146,0.00001939,0.00048432,0.00081288,0.00001024,0.00011016,0.00013961,0.00280019,0.00119676,0.00159788,0.00047995,0.00131639,0.00047504,0.00089136,0.00015795,0.00023039,0.00029174,0.00001372,0.00084559,0.00912962,0.00212184,0.00099249,0.00312644,0.00083362,0.00103521,0.00062075,0.00067023,0.00002589,0.00919741,0.00034629,0.00019877,0.00002044,0.00080170,0.00001034,0.00025791,0.00077968,0.00002525,0.00004949,0.00054393,0.00185593,,
439855,Escherichia coli SMS-3-5,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,['CP000970'],0.00001439,0.00001759,0.00004515,0.00009180,0.00001572,0.00015177,0.00003945,0.00004037,0.00002103,0.00024882,0.00009081,0.00020300,0.00002151,0.00003934,0.00018282,0.00009288,0.00006649,0.00004786,0.00078008,0.00001910,0.00014724,0.00012848,0.00001966,0.00032209,0.00017250,0.00000980,0.00034541,0.00044601,0.00002176,0.00007429,0.00003768,0.00002925,0.00003986,0.00003880,0.00002531,0.00000740,0.00042023,0.00028272,0.00002645,0.00006728,0.00069360,0.00001809,0.00154745,0.00001890,0.00003665,0.00007424,0.00021734,0.00002020,,
33033,Parvimonas micra,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Parvimonas,['CP009761'],0.00014489,0.00008276,0.00023898,0.00033624,0.00002829,0.00009756,0.00006735,0.00008478,0.00013020,0.00004912,0.00016066,0.00005075,0.00005635,0.00014360,0.00008310,0.00011850,0.00019025,0.00003176,0.00006965,0.00015804,0.00016946,0.00106535,0.00007996,0.00016506,0.00017713,0.00008233,0.00026854,0.00009395,0.00024664,0.00007355,0.00012413,0.00022587,0.00021551,0.00017808,0.00020030,0.00013686,0.00016241,0.00068177,0.00014106,0.00003321,0.00021919,0.00007496,0.00043113,0.00006166,0.00006679,0.00003913,0.00021616,0.00031894,,
1274814,Escherichia coli APEC O78,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,['CP004009'],0.00004830,0.00002897,0.00021174,0.00012377,0.00002043,0.00057093,0.00004330,0.00003230,0.00004607,0.00012538,0.00007567,0.00008191,0.00003893,0.00005606,0.00051855,0.00012384,0.00008694,0.00004050,0.00245484,0.00004081,0.00049171,0.00012045,0.00004326,0.00033012,0.00020375,0.00003920,0.00022549,0.00024730,0.00006710,0.00003120,0.00003990,0.00006012,0.00010464,0.00006678,0.00001981,0.00005548,0.00026350,0.00020020,0.00003286,0.00008856,0.00038033,0.00002585,0.00082761,0.00002486,0.00006842,0.00002475,0.00020089,0.00004330,,
431947,Porphyromonas gingivalis ATCC 33277,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; Porphyromonas gingivalis,['AP009380'],0.00071209,0.00017897,0.00022264,0.00018462,0.00014694,0.00051312,0.00013181,0.00014836,0.00010116,0.00030828,0.00025380,0.00023238,0.00014035,0.00027638,0.00049860,0.00014412,0.00019128,0.00011459,0.00022921,0.00032736,0.00016946,0.00094222,0.00060560,0.00040462,0.00043066,0.00018621,0.00053708,0.00016955,0.00024664,0.00021618,0.00012967,0.00060125,0.00070509,0.00046556,0.00004732,0.00019604,0.00027940,0.00107541,0.00007213,0.00018479,0.00037833,0.00008013,0.00061590,0.00010343,0.00017268,0.00019854,0.00022086,0.00027420,,
431946,Escherichia coli SE15,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,['AP009378'],0.00010481,0.00015724,0.00029347,0.00044660,0.00006836,0.00117077,0.00012219,0.00013121,0.00010917,0.00030892,0.00033530,0.00097136,0.00017006,0.00032261,0.00119665,0.00034589,0.00060759,0.00025956,0.00198565,0.00014935,0.00037087,0.00044702,0.00013174,0.00099265,0.00061126,0.00007645,0.00105263,0.00104104,0.00009249,0.00036476,0.00019062,0.00017225,0.00019433,0.00021752,0.00013647,0.00013316,0.00142765,0.00071694,0.00014427,0.00079879,0.00471010,0.00013700,0.00420736,0.00017304,0.00017187,0.00010416,0.00083881,0.00015009,,
272559,Bacteroides fragilis NCTC 9343,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides fragilis,"['CR626927', 'CR626928']",0.00749806,0.00746171,0.00704338,0.00452791,0.00304715,0.00712941,0.00268337,0.00883728,0.00786706,0.00928454,0.00736953,0.00944022,0.00274045,0.00672566,0.00709677,0.01613711,0.00521767,0.00794154,0.00652554,0.00374339,0.00634085,0.00325493,0.00813100,0.00599944,0.00559166,0.00782288,0.00762155,0.00943848,0.00618418,0.00885071,0.00796850,0.00464425,0.00553481,0.01001658,0.00524186,0.00579974,0.00866588,0.00309771,0.00776640,0.00871003,0.01184932,0.00867776,0.00439213,0.00829401,0.00770310,0.00989018,0.00377346,0.00710911,,
272559,Bacteroides fragilis NCTC 9343,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides fragilis,"['CR626927', 'CR626928']",0.00074087,0.00009517,0.00343684,0.00029705,0.00118806,0.00009395,0.00119304,0.00024425,0.00045970,0.00465778,0.00675482,0.00049325,0.00130312,0.00026065,0.00013961,0.00135793,0.00024651,0.00181280,0.00318109,0.00003039,0.00250300,0.00000535,0.00007144,0.00000458,0.00000579,0.00002352,0.00025624,0.00226135,0.00521212,0.00063962,0.00116258,0.00058175,0.00052819,0.00023215,0.00030045,0.00000740,0.00112781,0.00000135,0.00047288,0.00006472,0.00051044,0.00003877,0.00002310,0.00091393,0.00007657,0.00409683,0.00000470,0.00557934,,
717960,Faecalitalea cylindroides T2-87,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Faecalitalea; Faecalitalea cylindroides,['FP929041'],0.00082102,0.00084931,0.00271989,0.00269921,0.00039366,0.00155019,0.00112665,0.00206802,0.00090338,0.00080075,0.00071134,0.00096868,0.00106442,0.00107111,0.00156561,0.00241587,0.00240375,0.00136915,0.00133031,0.00340734,0.00165154,0.00207181,0.00149433,0.00644991,0.00381228,0.00068213,0.00182134,0.00140389,0.00112984,0.00122724,0.00202260,0.00171600,0.00209408,0.00139923,0.00167172,0.00218230,0.00427501,0.00187757,0.00102029,0.00063869,0.00173751,0.00094093,0.00341439,0.00090001,0.00073879,0.00082178,0.01024074,0.00101023,,
1305849,Enterococcus faecium Aus0085,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecium,['CP006620'],0.00032471,0.00015517,0.00038300,0.00066114,0.00011079,0.00034328,0.00030115,0.00032701,0.00028043,0.00012279,0.00024099,0.00013711,0.00026431,0.00030294,0.00037894,0.00039606,0.00061475,0.00017166,0.00023048,0.00061565,0.00026947,0.00139994,0.00021235,0.00057427,0.00050938,0.00012741,0.00045098,0.00024082,0.00036815,0.00020875,0.00042558,0.00062725,0.00049580,0.00037270,0.00048644,0.00030700,0.00053381,0.00085221,0.00029895,0.00014392,0.00042037,0.00013442,0.00107012,0.00029636,0.00021341,0.00014387,0.00082823,0.00046615,,
717962,Coprococcus catus GD/7,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus catus,['FP929038'],0.00330461,0.00198413,0.00483493,0.00511891,0.00089890,0.00375441,0.00223983,0.00296729,0.00250684,0.00180960,0.00183249,0.00125537,0.00218109,0.00147339,0.00348024,0.00544665,0.00367109,0.00202450,0.00306965,0.00922257,0.00543521,0.00652057,0.00321412,0.00710442,0.00610220,0.00118392,0.00393890,0.00200109,0.00296333,0.00143079,0.00531750,0.00768462,0.00617138,0.00404123,0.00626646,0.00311440,0.00633983,0.00358469,0.00297832,0.00168699,0.00467207,0.00155615,0.00655932,0.00251704,0.00192231,0.00176902,0.01104548,0.00186603,,
